,gender,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus
49049,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,29,7,1,0
49161,F,N,Y,0,171000,Working,Incomplete higher,Married,House / apartment,High skill tech staff,2,31,1,1,0
49193,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,Managers,2,35,3,1,1
49225,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,Not identified,2,47,2,1,0
49274,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,With parents,Not identified,2,47,2,1,1
49338,F,N,Y,1,67500,Working,Higher education,Married,House / apartment,High skill tech staff,3,35,1,1,1
49350,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers,2,40,4,1,1
49442,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers,2,40,4,1,0
49653,F,Y,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,4,42,18,1,0
49780,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,34,0,1,1
49899,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,34,0,1,0
49979,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,31,1,1,0
49982,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,51,1,1,0
49989,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,32,4,1,1
50050,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,32,4,1,0
50238,F,N,Y,0,162000,Working,Higher education,Married,House / apartment,Medicine staff,2,48,12,1,0
50281,M,N,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,2,43,4,1,1
50300,F,N,Y,0,166500,Working,Incomplete higher,Married,House / apartment,Laborers,2,37,5,1,1
50380,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,33,5,1,1
50457,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,33,5,1,0
50750,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,3,25,0,1,1
50769,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,3,25,0,1,0
50791,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,Not identified,3,28,0,1,1
50796,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,Not identified,3,28,0,1,0
50863,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,3,33,5,1,0
50876,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,Laborers,2,31,4,1,0
50891,F,Y,Y,1,315000,State servant,Higher education,Widow,House / apartment,Not identified,2,50,1,1,1
50997,F,Y,Y,1,315000,State servant,Higher education,Widow,House / apartment,Not identified,2,50,1,1,0
51228,M,Y,N,0,171000,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers,1,27,0,1,0
51247,M,N,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,38,7,1,1
51291,M,Y,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,36,0,1,1
51455,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,Managers,2,47,3,1,0
51494,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,Managers,2,47,3,1,1
51646,F,N,Y,0,328500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,58,0,0,1
51898,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,3,1,1
51920,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,3,1,0
52040,M,Y,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,0
52064,F,Y,N,1,76500,Pensioner,Secondary / secondary special,Married,Municipal apartment,Not identified,3,60,0,0,1
52147,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Core staff,2,36,4,1,0
52200,F,Y,Y,2,135000,Working,Higher education,Separated,House / apartment,Sales staff,3,56,14,1,0
52208,F,N,Y,0,67500,Pensioner,Higher education,Married,House / apartment,Not identified,2,61,0,0,0
52240,F,N,Y,0,67500,Pensioner,Higher education,Married,House / apartment,Not identified,2,61,0,0,1
52468,F,Y,Y,0,445500,Commercial associate,Higher education,Married,House / apartment,Managers,2,35,1,1,1
52488,F,Y,Y,0,445500,Commercial associate,Higher education,Married,House / apartment,Managers,2,35,1,1,0
52732,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,With parents,High skill tech staff,1,25,5,1,1
52769,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,With parents,High skill tech staff,1,25,5,1,0
52802,F,Y,Y,0,76500,Working,Higher education,Married,House / apartment,Not identified,2,49,11,1,0
52803,F,Y,Y,0,76500,Working,Higher education,Married,House / apartment,Not identified,2,49,11,1,1
52860,F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,33,3,1,0
52865,F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,33,3,1,1
53054,F,N,N,1,180000,Working,Secondary / secondary special,Single / not married,Rented apartment,Not identified,2,36,5,1,0
53060,F,N,N,1,180000,Working,Secondary / secondary special,Single / not married,Rented apartment,Not identified,2,36,5,1,1
53078,M,N,Y,0,315000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,56,0,0,0
53107,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,31,11,1,1
53117,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,31,11,1,0
53185,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,26,2,1,1
53229,M,Y,Y,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,26,2,1,0
53258,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,52,4,1,1
769022,M,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,52,4,1,0
53273,F,N,Y,0,257625,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,39,1,1,0
53287,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,56,2,1,1
53357,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,28,4,1,1
53358,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,28,4,1,0
53600,M,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,3,41,8,1,1
53620,M,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,3,41,8,1,0
53661,M,N,Y,0,143100,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,1
53701,M,N,Y,0,143100,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,0
53706,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,28,3,1,1
53782,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,28,3,1,0
769037,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,2,33,4,1,1
53938,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,Office apartment,Drivers,2,41,22,1,1
53999,M,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,Not identified,1,36,11,1,0
54014,M,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,Not identified,1,36,11,1,1
769082,M,N,N,0,202500,Working,Higher education,Single / not married,House / apartment,Not identified,1,36,11,1,1
54110,F,N,Y,0,58500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,13,1,1
54257,F,N,Y,0,58500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,13,1,0
54284,F,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,Not identified,2,56,0,0,1
54299,F,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,Not identified,2,56,0,0,0
54336,F,N,Y,0,216000,Working,Higher education,Married,With parents,Core staff,2,32,10,1,0
54342,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,54,3,1,0
54365,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,54,3,1,1
54447,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,53,4,1,1
54471,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,53,4,1,0
54628,F,Y,Y,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,44,11,1,1
54765,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,61,0,0,1
55006,F,N,N,0,94500,Working,Secondary / secondary special,Single / not married,Rented apartment,Security staff,1,49,7,1,1
55094,F,N,Y,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,2,50,15,1,1
55114,F,N,Y,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,2,50,15,1,0
55187,M,Y,Y,1,135000,Working,Higher education,Married,House / apartment,Core staff,3,27,0,1,1
55209,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,3,1,0
55223,M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,3,1,1
55332,F,N,Y,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,Not identified,2,28,4,1,1
55471,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,60,0,0,1
55520,M,Y,N,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,37,2,1,0
55540,M,Y,N,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,37,2,1,1
55633,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,1
55667,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,0
55727,F,N,Y,0,207000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,54,5,1,1
55816,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,37,4,1,0
55857,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,Not identified,4,33,7,1,1
55954,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,Not identified,4,33,7,1,0
56069,F,N,Y,0,288000,Pensioner,Secondary / secondary special,Separated,House / apartment,Not identified,1,60,0,0,1
56096,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,33,7,1,0
56102,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,33,7,1,1
56134,M,N,N,0,45000,Working,Lower secondary,Married,House / apartment,Low-skill Laborers,2,37,2,1,1
56190,F,N,N,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Cooking staff,1,55,0,1,1
56301,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,High skill tech staff,2,42,21,1,1
56314,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,High skill tech staff,2,42,21,1,0
56495,F,Y,Y,1,94500,Working,Secondary / secondary special,Married,House / apartment,Managers,3,55,18,1,1
56513,F,Y,Y,1,94500,Working,Secondary / secondary special,Married,House / apartment,Managers,3,55,18,1,0
56586,M,Y,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,33,2,1,0
56599,M,Y,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,33,2,1,1
56642,M,Y,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,53,6,1,1
56759,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,39,0,1,1
57060,F,N,Y,0,315000,Working,Higher education,Separated,With parents,Not identified,1,34,10,1,0
57089,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,53,9,1,0
57144,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,53,9,1,1
57168,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,65,0,0,0
57241,F,N,Y,1,54000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,43,0,1,0
57269,F,N,Y,1,54000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,43,0,1,1
57282,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,2,40,16,1,1
57490,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,42,22,1,0
57513,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,42,22,1,1
57784,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,44,4,1,0
57796,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,44,4,1,1
57812,M,Y,Y,0,131400,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,65,0,0,0
57834,M,Y,Y,0,131400,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,65,0,0,1
58065,F,N,N,0,166500,Working,Secondary / secondary special,Single / not married,Office apartment,Core staff,1,58,38,1,1
58120,F,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,49,5,1,1
58171,M,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1,30,0,1,1
58242,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,42,9,1,1
58597,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,32,4,1,1
58522,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,42,9,1,0
58630,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,53,9,1,1
58763,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,53,9,1,0
58889,F,Y,Y,2,189000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,30,7,1,1
769097,F,N,N,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,4,35,13,1,0
58923,M,Y,N,1,270000,Commercial associate,Higher education,Married,House / apartment,Managers,3,32,3,1,1
58964,M,Y,N,1,270000,Commercial associate,Higher education,Married,House / apartment,Managers,3,32,3,1,0
59029,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,Core staff,2,59,4,1,0
59055,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,Core staff,2,59,4,1,1
59234,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,27,0,1,0
59248,M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,27,0,1,1
59315,F,Y,Y,1,202500,State servant,Higher education,Married,House / apartment,Core staff,3,45,9,1,1
59327,F,Y,Y,1,202500,State servant,Higher education,Married,House / apartment,Core staff,3,45,9,1,0
59340,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,65,0,0,0
59353,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,2,57,22,1,1
59516,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,2,57,22,1,0
